GTEx_bladder	GTEx_prostate	GTEx_thyroid	TCGA_bladder	TCGA_prostate	TCGA_thyroid
DAD1	82.0174	66.297	136.4718	1626.6428	1572.1587	2562.9374
DAG1	17.9746	13.3894	14.6765	1876.3441	3646.6294	2135.7136
DAGLA	0.6311	1.1361	0.9814	25.687	351.7482	111.9789
DAGLB	7.2231	8.0286	5.8967	401.4337	325.4644	498.6307
DAK	13.972	14.4199	11.2786	855.4361	758.3354	910.4372
DALRD3	17.0715	18.8034	28.0686	567.3118	491.5421	1052.6017
DAND5	0.1037	0.0817	0.0207	0	0.649	3.2458
DAO	0	0.011	0	0	0	0
DAOA	0	0	0	0	0	0
DAP	76.5102	82.5972	73.952	4759.2593	4398.7994	4196.3688
DAP3	21.7351	25.9251	16.3557	1556.1529	1429.0582	1454.1029
DAPK1	10.5014	1.778	2.051	1267.6225	843.6765	1120.1947
DAPK2	3.8166	12.2483	40.0343	641.5771	207.6742	1566.4875
DAPK3	13.8646	20.2915	11.6591	1103.3453	1134.7449	812.2528
DAPL1	4.0297	30.8855	2.6124	166.6667	21.4164	788.3152
DAPP1	10.3261	0.3709	0.0976	1700.7168	250.1825	484.0247
DARC	28.2686	10.5235	1.4495	1204.3011	1725.3184	834.5674
DARS	28.3477	15.6581	24.3801	1662.4851	1650.361	1711.7355
DARS2	7.3659	3.5156	5.5347	268.8172	318.9746	295.3646
DAXX	16.5767	15.6584	14.0793	1334.5281	1092.2366	1582.3106
DAZ1	0	0	0	4.1816	0.9735	0
DAZ2	0	0	0	0	0	0
DAZ3	0	0	0	0	0	0
DAZ4	0	0	0	0	0	0
DAZAP1	33.3253	41.0836	34.5641	1919.9522	1199.9676	1662.6433
DAZAP2	124.6717	75.9108	89.5162	7308.2437	6890.8899	8650.7759
DAZL	0	0	0	0	4.5429	3.2458
DBC1	0.181	3.5815	0.1476	53.7634	123.6311	22.3146
DBF4	3.2726	3.6824	1.8954	111.7085	114.5453	176.8942
DBF4B	2.6317	3.3845	3.8031	59.1398	100.9167	185.0086
DBH	0.2771	0.6977	0.3502	11.3501	9.4102	57.6123
DBI	51.8305	192.1014	33.0674	1121.2664	2238.3386	1609.0881
DBN1	8.6334	11.5565	15.6464	780.1673	1155.1878	1280.0487
DBNDD1	2.447	3.0724	3.7263	89.0084	208.9722	319.3022
DBNDD2	1.0021	0.6906	0.5483	258.6738	848.5017	407.4369
DBNL	15.5502	13.3499	13.5837	1865.5914	2177.3343	2729.6886
DBP	2.8626	3.8032	4.8811	38.8292	423.1102	830.4777
DBR1	6.8323	4.3698	7.8271	171.4456	351.0992	339.9939
DBT	8.9919	8.251	4.8397	301.0753	1243.4493	702.3025
DBX1	0	0	0	0	0	0.4057
DBX2	0.105	0	0	0	5.1919	1.2172
DCAF10	5.997	4.6948	5.9594	560.9319	1085.0978	821.1786
DCAF11	28.3251	33.696	32.375	1119.0203	2209.9424	2642.0489
DCAF12	14.6931	8.4801	8.5885	993.4289	1089.3161	1121.4119
DCAF12L1	0.0174	0.036	0.0366	0	26.9327	12.1716
DCAF12L2	0.0704	0.1941	0.0246	2.3895	59.0574	0.8114
DCAF13	8.7332	5.7224	5.9406	1478.4767	477.8584	565.3717
DCAF15	18.3389	18.8517	12.5796	590.2031	357.9135	557.8659
DCAF16	9.2592	6.6636	8.4274	812.4253	955.6259	834.9731
DCAF17	5.3681	4.1579	8.2736	192.3536	460.4527	639.4158
DCAF4	2.599	5.1936	7.5034	213.2616	215.1375	428.8467
DCAF4L1	0.0495	0.3196	0.1556	3.5842	1.298	5.6801
DCAF4L2	0.0354	0	0	0	0	0
DCAF5	15.8718	14.1529	18.246	1376.9415	1604.2833	1559.5902
DCAF6	17.2393	19.1388	12.5199	1314.8148	1880.4251	1230.145
DCAF7	22.1202	14.838	15.6932	2050.1792	3271.5178	2361.2942
DCAF8	0.2975	0.8201	0.104	1570.6691	2264.6775	2908.3842
DCAF8L1	0.23	0	0	1.1947	0	0
DCAF8L2	0	0	0	0	0	0
DCAKD	26.7864	25.3632	19.1832	708.4827	876.1256	1057.308
DCBLD1	4.8363	1.8493	5.1204	240.1434	164.5169	230.8551
DCBLD2	5.1235	3.2796	8.4358	382.3178	1013.0608	1053.6566
DCC	0.0567	0	0	0.5974	57.4349	1.6229
DCD	0	1.2513	0.2351	0	0	0
DCDC1	0.0253	0.0209	0.3745	0	0.3245	2.0895
DCDC2	2.2821	1.1023	3.4764	41.9773	276.6577	618.0221
DCDC2B	0.2888	1.1372	1.3266	0.6571	0	2.2842
DCHS1	5.9547	3.2495	2.1141	1065.7109	1773.992	324.5765
DCHS2	0.0805	0.0408	0.0629	17.3238	65.5472	4.4629
DCK	6.1511	2.9038	3.813	189.9642	444.2281	1015.1131
DCLK1	0.2842	0.3497	0.1047	100.9558	369.5952	290.0903
DCLK2	2.0713	1.8208	5.6714	99.1637	196.966	159.4482
DCLK3	0.0545	0.015	0.2285	34.6476	2.5959	6.0858
DCLRE1A	3.8515	3.0607	2.1147	84.8268	382.8993	284.0045
DCLRE1B	1.4259	0.6019	2.0498	54.3608	137.2597	137.945
DCLRE1C	4.8475	2.3548	2.235	246.1171	331.9542	291.7132
DCN	134.0505	10.4218	6.8147	23690.5615	10915.5512	4355.0056
DCP1A	8.1971	5.1916	7.2797	1004.779	971.5259	753.0175
DCP1B	7.3713	5.219	7.4967	117.0848	423.1362	348.1083
DCP2	5.8486	3.3687	4.0143	390.681	727.1842	825.6415
DCPS	38.0413	10.598	6.8495	363.7993	320.2726	372.4516
DCST1	0.2264	0.3814	0.2286	0	0.3245	0.4544
DCST2	1.5426	6.0454	1.4624	13.1422	6.4898	15.4174
DCT	0.0229	0.1421	0.2884	0	0.649	2.84
DCTD	22.1792	15.9706	30.2758	1527.4791	1295.6924	2906.1771
DCTN1	22.2586	13.1773	17.4476	3085.7228	3790.0771	2917.2573
DCTN2	43.6712	40.0711	41.7696	2114.6953	1836.9433	2101.633
DCTN3	7.9896	11.1171	11.1053	572.8793	786.8906	1241.0995
DCTN4	14.0095	13.8495	13.3398	1307.6464	1838.8902	1351.8612
DCTN5	12.3691	15.4199	10.9615	1204.3011	1185.3655	961.1522
DCTN6	14.0944	10.5288	15.9145	669.0562	461.1016	645.9073
DCTPP1	18.3306	20.7095	12.1992	425.9259	562.6641	515.671
DCUN1D1	4.6848	3.0694	4.0562	433.0944	611.9899	464.5502
DCUN1D2	4.7695	6.7814	2.8523	202.509	220.9783	153.7681
DCUN1D3	4.3907	3.5616	4.0577	567.503	328.0604	145.248
DCUN1D4	9.688	5.8834	10.8389	1223.417	863.1459	786.2866
DCUN1D5	9.0786	9.3373	7.3525	412.1864	221.9518	283.5987
DCX	0	0.004	0	1.1947	3.8939	0.4057
DCXR	38.2602	149.3968	46.5097	500	1403.7479	1030.1248
DDA1	18.9908	15.5117	11.8019	1703.1063	732.3761	647.5302
DDAH1	7.8483	10.2952	9.5248	1152.3297	1647.7651	1057.308
DDAH2	20.6974	55.7371	45.9422	777.7778	1398.556	2311.7963
DDB1	25.1796	22.059	23.6927	6460.5735	7612.5578	4949.3863
DDB2	20.7099	19.6498	10.4855	542.4134	637.9492	374.8859
DDC	0.3317	1.1901	0	0	61.3288	0
DDHD1	2.7859	1.0372	2.8621	731.1828	295.6113	636.5757
DDHD2	10.4567	6.7445	9.283	824.3728	1217.1656	968.0495
DDI2	5.0104	1.3406	1.36	51.589	269.7136	54.1029
DDIT3	15.6103	16.8478	17.0912	183.1959	362.3688	1337.9126
DDIT4	617.1387	159.4506	64.8619	8985.0657	2148.1301	931.9404
DDIT4L	0.2558	0.4271	0.1376	24.4922	35.3695	51.5265
DDN	0.0471	0.0433	0.1044	7.1685	0.3245	3.7205
DDO	0.4078	1.2739	2.5086	5.3763	55.8124	59.2352
DDOST	74.856	48.8411	63.2771	4430.1075	4582.7858	5875.6466
DDR1	60.6632	53.6783	39.6888	10703.7037	6735.4587	4928.6946
DDR2	2.9321	0.3762	0.5888	203.7037	905.0053	69.3782
DDRGK1	33.8103	28.9299	41.8918	956.3919	919.9319	1123.8462
DDT	16.7584	23.6398	12.5001	666.6249	650.2117	678.2879
DDTL	0	0	0.0691	354.9164	321.8301	516.5067
DDX1	34.3031	19.5921	42.5413	1686.9773	1910.9272	1960.4422
DDX10	2.8627	2.188	2.4875	344.086	504.2589	412.6179
DDX11	3.5662	19.455	12.6219	384.1099	596.7389	392.3319
DDX11L2	0.8311	0.4296	0.109	0	36.6675	37.732
DDX17	127.7229	53.9716	208.687	15766.4277	9638.0303	17563.6474
DDX18	18.455	9.3278	21.758	1851.2545	1635.7589	1549.4472
DDX19A	11.581	10.5941	16.1428	940.1434	858.5966	851.6077
DDX19B	8.3721	6.2239	7.8939	991.7563	709.3275	922.1463
DDX20	4.069	3.872	7.0465	360.8124	371.5421	366.3658
DDX21	14.2797	9.2681	12.8333	6269.4146	1528.3524	1037.4277
DDX23	32.7598	30.6421	28.427	1774.7909	2280.1979	2115.0218
DDX24	43.7023	34.1644	81.5645	5410.9916	3645.6559	4609.3924
DDX25	0.0806	0.2361	0.4931	0	2.5959	50.3094
DDX26B	12.9353	4.6978	2.1605	437.276	169.7088	415.0522
DDX27	12.9537	10.7184	13.203	2376.3441	1017.2791	1357.5413
DDX31	2.139	8.5758	7.5184	246.7145	231.3621	552.1858
DDX3X	56.9693	23.9462	45.081	23050.1792	7155.0256	9160.7668
DDX3Y	24.7207	15.3	27.1483	4495.8184	2047.8624	0.4057
DDX4	0	0	0.0118	0	0	1.2172
DDX41	18.7053	29.8476	20.3289	1081.2425	939.0768	1269.9057
DDX42	45.7375	30.4396	35.1549	3159.4982	3092.0743	2551.1715
DDX43	0.8631	0.1593	0.3233	16.129	10.7082	31.9505
DDX46	15.5005	9.2135	14.2642	1453.405	1494.9298	1243.5338
DDX47	0.8663	0.2132	0.8652	2516.129	967.3692	1196.1457
DDX49	15.6808	29.0358	17.2926	491.6368	618.8043	754.6404
DDX5	244.1439	270.7058	354.8704	32745.5197	11188.1236	17875.6466
DDX50	16.9868	12.8837	15.7098	709.08	952.381	961.9637
DDX51	7.51	11.2593	10.8153	761.6487	462.7241	593.5693
DDX52	6.1438	4.0893	5.2402	704.3011	530.2182	337.1539
DDX53	0	0	0	0	0	0
DDX54	21.3744	21.144	25.2356	1515.221	1481.7879	1786.7735
DDX55	7.5509	8.6534	5.0125	440.8602	282.9561	404.0978
DDX56	23.2707	46.0536	58.1636	1649.9403	941.6728	1291.4089
DDX58	4.3687	2.6806	17.2065	197.73	562.0183	475.9103
DDX59	5.7096	4.1366	4.7007	268.2198	361.1584	516.8881
DDX6	17.3011	7.0113	13.6701	2344.6834	4186.5823	3410.4879
DDX60	3.7489	1.4535	19.111	420.5496	1033.8282	802.1097
DDX60L	2.2438	1.2647	5.8278	448.0287	476.0282	428.0353
DEAF1	8.3308	12.2732	17.1139	435.4839	708.6882	1096.6629
DEC1	0.0377	0.026	0	0	0.3245	0
DECR1	21.7922	18.4796	16.4921	1313.6201	760.6068	947.3577
DECR2	7.1868	37.9556	8.4977	225.8065	201.8334	206.1061
DEDD	11.2171	9.2582	12.6556	1010.9857	596.3527	684.8159
DEDD2	15.5159	15.1911	9.8146	895.46	504.9079	798.0525
DEF6	20.821	34.0561	6.6895	686.9773	478.9486	1099.0973
DEF8	9.9724	13.9516	16.5899	715.0538	759.3088	1399.7363
DEFA1B	0	0	0	0.5974	0	0
DEFA4	0	0	0	0	0	0
DEFA5	0	0	0	0	0	0
DEFA6	0	0	0	0.5974	0	0
DEFB1	13.6176	11.0835	0	219.8327	59.7063	3.2458
DEFB103B	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0
DEFB108B	0	0	0	0	0	0
DEFB109P1	0	0	0.2331	0	0	0
DEFB109P1B	0	0	0	0	0	0
DEFB110	0	0	0	0	0.3245	0
DEFB112	0	0	0	0	0.649	0
DEFB113	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0
DEFB119	0.0739	0	0	0	0	0
DEFB121	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0
DEFB124	0.197	3.5302	0.2755	0.5974	0	0
DEFB125	0	0	0	0	2.5959	0
DEFB126	0	0	0	0	17.5225	0
DEFB127	0	0	0.0801	0	0.649	0
DEFB128	0	0	0	0	0	0
DEFB129	0	0	0	0	17.847	0
DEFB130	0	0	0	0	0	0
DEFB131	0	0	1.2568	0	0	0.8114
DEFB132	0	5.168	0	0	150.8883	0
DEFB134	0.0556	0	0	0	0	0
DEFB135	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0
DEGS1	14.7442	32.8167	41.4047	807.6464	2307.7797	1755.5533
DEGS2	27.1018	2.279	1.8804	605.7348	235.2559	124.962
DEK	28.3059	17.2865	37.3157	1734.1697	2610.2052	4144.8423
DENND1A	1.3833	1.0648	1.937	395.46	692.7882	667.0048
DENND1B	4.2896	1.5374	1.8171	54.9582	182.3639	74.2469
DENND1C	4.2802	1.0854	1.0744	256.2724	226.4947	905.1628
DENND2A	2.0444	1.74	0.5652	630.227	348.5033	87.6357
DENND2C	5.0215	1.2659	0.7755	700.4122	156.6253	42.1463
DENND2D	18.9003	5.3516	6.8664	1240.1434	474.7303	1005.3758
DENND3	7.4303	5.4901	9.6087	443.2497	580.5143	1161.984
DENND4A	5.4577	1.9815	8.9373	804.6535	735.2738	773.6241
DENND4B	16.1209	14.4742	15.5646	997.5209	785.5309	1322.2355
DENND4C	15.2577	5.9656	9.6647	1554.3608	2216.5977	1196.4702
DENND5A	11.1399	5.7241	8.7145	1389.4863	1634.7854	1372.9587
DENND5B	0.9574	0.2865	1.693	126.0454	277.4398	509.9909
DENR	19.7738	25.606	17.4164	1014.3369	1193.4777	1081.2456
DEPDC1	0.2853	3.15	0.0452	2.3895	80.1493	55.178
DEPDC1B	0.5905	0.1908	0.3161	1.7921	13.3041	181.3571
DEPDC4	0.4143	0.2576	0.3391	1.1947	13.6286	8.5201
DEPDC5	4.0784	3.3179	2.7306	272.9988	398.7994	430.0639
DEPDC7	1.2718	0.7925	0.35	12.5448	32.7736	10.5487
DERA	10.399	5.477	12.361	364.3967	457.8567	585.4549
DERL1	22.576	13.5256	19.8406	1730.5854	1529.6504	2044.0207
DERL2	8.1595	11.7657	9.2344	544.2055	524.3774	703.5196
DERL3	13.1887	2.6426	9.7215	5.3763	114.2208	1766.102
DES	151.0402	304.8398	2.8121	6018.5185	38667.9646	139.5679
DET1	4.1665	2.3827	3.3545	98.5663	198.913	216.2491
DEXI	10.3492	18.2938	12.887	448.626	647.3595	754.2347
DFFA	6.7651	5.677	4.4934	345.8781	556.502	350.1369
DFFB	4.121	3.3611	3.9325	37.6344	117.4657	168.7798
DFNA5	4.8992	1.3516	4.2713	611.1111	246.6131	389.4918
DFNB31	3.4173	9.7171	6.1047	428.9128	239.1498	309.1591
DFNB59	3.4601	4.5221	4.2629	15.5317	12.0062	34.892
DGAT1	32.4895	28.0612	24.4487	989.8447	576.6594	599.8012
DGAT2	8.3814	4.745	13.441	1781.362	136.6107	414.6465
DGAT2L6	0	0	0	0	0	0.8114
DGCR14	8.7036	10.0371	12.261	387.6941	369.5952	468.2016
DGCR2	32.8836	33.9737	73.4222	2387.0968	3516.833	2965.0066
DGCR5	0.0238	0.2013	0.2921	10.7527	4.8674	6.8973
DGCR6	4.6874	2.6679	11.4616	135.006	236.5539	1023.2275
DGCR6L	25.3442	61.9863	56.2082	444.4444	629.8369	1118.5719
DGCR8	10.6959	12.3658	18.1732	975.5078	713.8801	742.4688
DGKA	41.1939	31.663	3.3583	3520.3106	654.8227	1217.5677
DGKB	0.0681	0.1252	0.068	2.9869	4.5429	2.0286
DGKD	10.3657	10.8734	11.7371	914.5759	899.1644	1070.2911
DGKE	3.1434	2.5596	2.3421	278.3751	497.4446	284.8159
DGKG	0.8067	0.2168	2.6888	78.853	122.6576	51.5265
DGKH	2.0227	0.2317	0.5022	219.8327	95.7248	21.0975
DGKI	0.0197	0.1246	2.8313	0	4.2184	183.3857
DGKK	0	0.0164	0.0167	0	6.1653	0
DGKQ	11.5917	10.9049	10.1965	606.9295	423.1362	390.709
DGKZ	9.4436	14.08	6.5862	677.4194	738.5414	842.6818
DGUOK	28.5019	28.1948	19.0634	795.6989	547.7407	673.0906
DHCR24	45.0721	147.2412	17.0447	700.7168	13019.2261	873.5166
DHCR7	4.122	14.6976	4.1695	590.8005	1046.8078	556.6487
DHDDS	7.5676	9.397	12.1419	739.546	773.5864	666.1933
DHDH	1.3078	6.1403	0.1333	8.9606	67.8186	0.8114
DHFR	2.5155	2.0074	2.5238	58.0645	211.1138	227.3618
DHFRL1	2.529	1.8255	2.2754	77.6583	360.5095	256.8212
DHH	0.2738	0.1887	0.0532	4.779	10.0592	8.5201
DHODH	2.6639	3.4016	2.2489	67.503	125.2535	133.8878
DHPS	39.9738	41.2777	31.7706	901.4337	871.2582	708.5952
DHRS1	15.1441	25.3782	23.2488	592.5926	548.7142	638.1986
DHRS11	4.1575	4.6142	7.9178	215.0538	141.4781	213.4091
DHRS12	4.5616	7.8594	3.7287	169.0562	240.1233	495.3849
DHRS13	14.7025	24.1848	3.9339	277.8793	397.641	164.613
DHRS2	565.4037	0.75	0	39223.417	229.7396	0.4057
DHRS3	103.4019	112.6681	93.4599	2830.9438	4316.0542	2346.6883
DHRS4	11.0658	15.094	9.6661	562.1266	633.7081	787.094
DHRS4L1	0.3084	0.2362	0.2516	6.5711	14.9266	14.6059
DHRS4L2	5.6847	13.0713	5.642	229.2951	342.8279	243.0145
DHRS7	18.744	74.7174	38.4769	1640.9797	6067.6564	2362.1057
DHRS7B	8.4935	7.6583	9.8017	479.6894	578.5674	604.9295
DHRS7C	0	0	0.0409	0	0.649	0
DHRS9	0.2277	0.0108	0.0549	35.2449	29.2042	145.6537
DHRSX	0	0	0	353.0466	363.9328	362.6331
DHTKD1	8.2077	9.1655	6.1827	354.2413	1153.2409	834.5674
DHX15	26.0159	14.2349	19.8438	5586.6189	2286.0388	2115.8332
DHX16	20.1218	21.2389	28.0479	914.5759	924.4747	950.1978
DHX29	12.5677	17.2822	15.8441	672.6404	1175.3062	786.6924
DHX30	16.2736	20.7646	20.5486	2166.6667	1737.3246	1643.1687
DHX32	9.9634	10.2716	8.3525	388.6679	934.2516	539.2636
DHX33	5.4955	5.1746	4.7096	299.2832	396.2035	206.9175
DHX34	9.6699	17.1399	9.2749	1238.9486	386.4687	525.814
DHX35	7.004	6.478	6.4254	114.098	236.2294	290.0903
DHX36	10.2034	4.9381	10.2974	932.497	977.0423	892.5855
DHX37	6.4142	6.9995	6.6907	607.5269	423.4607	473.0703
DHX38	20.7264	17.7402	20.8992	1533.4528	1413.4826	1370.1187
DHX40	19.3939	8.666	13.4079	679.2115	1409.5887	1361.5985
DHX40P1	0	0	0	0	0	0
DHX57	4.7843	3.2554	4.6199	242.5329	578.5674	462.5216
DHX58	9.4214	13.9667	9.2514	96.1768	476.0282	433.7154
DHX8	10.999	7.1463	7.2688	934.2891	1114.9509	874.7337
DHX9	33.4187	19.7125	36.2008	4928.9128	4058.7329	3353.2813
DIABLO	2.4436	1.8639	2.4548	1268.6619	627.7959	887.9643
DIAPH1	18.8709	12.9927	20.8393	7245.5197	2065.7094	3737.9045
DIAPH2	3.6948	2.1021	1.0285	315.4122	383.5483	92.5043
DIAPH3	0.1312	0.1085	0.0073	4.1816	12.6551	29.2119
DICER1	12.182	9.7492	16.8869	3061.5293	2193.5589	1525.9154
DIDO1	13.9671	11.3972	12.1231	1948.626	2243.206	2188.0515
DIO1	0.1317	0.1089	162.2769	2.9869	5.5163	4535.957
DIO2	1.1232	5.6998	20.3063	44.8029	938.7523	9210.2647
DIO3	3.2788	0.4249	0	51.9713	40.8859	1.6229
DIO3OS	24.2913	4.9886	0.0037	4.1816	4.5429	0.4057
DIP2A	10.6259	11.9167	9.0756	1057.945	1233.7146	818.7443
DIP2B	6.5707	3.4725	5.8758	529.8686	1281.0903	907.1914
DIP2C	3.9603	2.8146	2.9088	584.8268	1226.9003	423.1666
DIRAS1	0.4035	0	0	19.7133	99.6187	44.2236
DIRAS2	0.2284	0.0648	1.0613	5.3763	13.9531	108.3274
DIRAS3	2.0452	1.3683	5.7611	44.8029	80.1493	169.5912
DIRC1	0	0	0	0	0.3245	0
DIRC2	7.0685	3.1724	4.2604	574.9701	402.4304	302.8015
DIRC3	0.3599	0.0653	0.4679	5.3763	5.5163	33.6748
DIS3	18.9607	5.7897	16.7597	1877.3357	1136.1564	937.588
DIS3L	7.3706	5.8726	9.9795	299.2832	793.0559	828.8873
DIS3L2	4.8095	5.3944	7.4149	572.8793	500.6895	494.1678
DISC1	1.2019	0.3089	0.762	86.0215	186.2156	194.9569
DISP1	1.934	1.7038	5.1342	90.2031	227.7927	286.8445
DISP2	0.3103	0.2219	9.9828	111.7085	18.1715	41.3835
DIXDC1	6.2411	2.4097	5.9115	496.4158	2028.7174	532.7112
DKC1	15.1834	15.2753	15.7958	1109.319	1027.9873	1334.0095
DKK1	19.9338	3.745	0.4014	21409.7969	642.8166	20.286
DKK2	1.3694	0.403	0.4865	4.779	145.6964	15.4174
DKK3	23.7375	15.0576	6.588	3511.9474	3407.4795	686.0736
DKK4	1.0213	0.0454	0	31.0633	2.5959	0.4057
DKKL1	0.2621	0.0278	0	0.5974	2.9204	0.8114
DLAT	8.7538	2.7251	7.2525	606.9295	796.9498	894.3706
DLC1	4.3331	1.5639	4.6351	1423.5364	1164.9225	1759.2048
DLD	19.4544	11.6626	19.8318	1641.5771	1470.593	1298.7118
DLEC1	0.518	1.8243	2.5989	25.687	24.9858	74.2469
DLEU1	0.3679	0.182	0.4771	17.3238	90.2085	101.8359
DLEU2	0.6478	0.692	1.1021	52.6284	19.9822	46.735
DLEU2L	0.8798	0.1732	0.9666	5.9737	2.5959	7.303
DLEU7	0.1933	0.0278	0.0563	0.5974	1.9469	4.8686
DLG1	11.4962	6.3682	13.6774	1268.2198	1506.2838	1597.3222
DLG2	0.5844	0.4781	0.4747	150.5376	212.8661	498.6307
DLG3	7.5323	7.3336	9.7733	721.6249	1197.6961	1188.7615
DLG4	7.4238	11.1644	12.1669	270.6153	299.5538	191.5123
DLG5	26.9465	28.4985	16.7153	3531.0633	3795.8952	1777.8679
DLGAP1	0.4597	0.1978	0.2772	5.3763	107.731	10.143
DLGAP2	0.0392	0.0927	0.1411	3.5842	13.3041	39.3549
DLGAP3	0.2666	0.1276	0.1968	5.3763	4.8674	26.7776
DLGAP4	12.6429	13.3799	17.2894	2587.2162	1921.6354	1754.7419
DLGAP5	0.8571	0.0381	0	4.1816	22.0654	137.5393
DLK1	0.4005	0.4141	0	1.1947	5.1919	0
DLK2	1.3235	6.895	0.5332	20.3106	287.1745	7.303
DLL1	14.7452	14.8946	7.4997	361.4098	508.4773	148.8995
DLL3	0.0244	0	0.0767	2.3895	0.9735	17.8517
DLL4	8.477	3.1126	6.7838	129.6296	326.7624	266.1528
DLST	44.1443	34.103	40.7768	2998.8053	1922.6089	2003.8543
DLX1	0.1776	0.0612	0.3863	1.1947	0.9735	10.5487
DLX2	0.1587	0	0.2635	1.1947	0.9735	6.8973
DLX3	1.1282	1.1813	1.6686	24.4922	38.6144	63.2924
DLX4	0.5639	0.0374	0.235	20.3106	6.1653	3.2458
DLX5	3.3417	1.2854	1.7386	58.5424	37.3165	8.9259
DLX6	1.2553	0.153	0.0537	5.3763	3.8939	2.0286
DMAP1	14.5873	24.7542	18.4881	633.2139	521.457	853.2306
DMBT1	6.7568	0.181	0.0051	30.4659	281.6581	0.4057
DMBX1	0	0	0	114.6953	0.3245	0
DMC1	0.3174	0.0781	0.0476	4.1816	8.7613	12.9831
DMD	1.0956	0.8621	1.7384	247.3118	1545.8749	288.0617
DMGDH	0.4013	0.1238	1.2812	19.1159	58.4084	88.0414
DMKN	10.1909	18.3093	32.9469	721.0275	349.1523	1478.4461
DMP1	0	0	0.0307	0.5974	0	0.4057
DMPK	24.9942	34.4706	43.8396	978.4946	1296.0169	517.6996
DMRT1	0.0239	0	0.0334	0	0	13.7945
DMRT2	0.0201	0.5413	0.0634	9.5579	10.7082	3.6515
DMRT3	0	0	0.2761	0	0.3245	213.8148
DMRTA1	1.4074	2.5572	2.5225	44.8029	68.7921	56.8009
DMRTA2	0.0183	0	0	0	0	2.84
DMRTB1	0	0	0	0	0.3245	1.6229
DMRTC1	0.1272	0.1643	0.2778	0	0	6.4915
DMRTC1B	0.0154	0.1804	0.3445	14.3369	37.641	75.0583
DMRTC2	0	0	0	0	0.3245	0
DMTF1	19.095	12.7687	25.3111	812.5926	794.1072	1554.8271
DMWD	5.4049	2.9373	6.4922	724.0143	672.6697	699.0567
DMXL1	5.6348	32.3393	6.4944	1256.8698	3620.9946	1226.0878
DMXL2	5.2427	2.2828	4.795	339.307	591.2225	457.6529
DNA2	1.6952	2.1791	0.9544	32.2581	40.8859	69.3782
DNAH1	1.6161	3.6108	3.2733	255.0777	201.5089	411.8065
DNAH10	0.0718	0.0555	0.1247	7.1685	13.9531	14.2002
DNAH11	0.1617	0.3823	2.6949	0.6033	36.5279	133.0683
DNAH12	0.0028	0.0558	0.0293	0	1.9469	4.8686
DNAH14	0.1451	0.4915	0.6983	44.2055	36.992	62.0753
DNAH17	0.0354	0.0336	0.099	38.2318	8.4368	31.2405
DNAH2	0.2579	0.2696	0.0569	34.0502	13.3041	5.6801
DNAH3	0.0565	0.0187	0	2.9869	7.7878	0.8114
DNAH5	0.7777	0.2557	0.8948	57.945	202.8068	77.0869
DNAH6	0.1848	0.6195	1.0463	20.908	45.7532	153.7681
DNAH7	0.0221	0.0989	0.8535	5.3763	69.4411	163.9111
DNAH8	0.0274	2.3467	0.0055	0.5974	74.6329	21.5032
DNAH9	0.0286	0.0616	0.3385	8.3632	36.6675	37.3263
DNAI1	0	0.0892	0.0851	0	0.3245	3.6515
DNAI2	0.0801	0.0237	0.024	5.9737	0	0.4057
DNAJA1	30.953	45.2666	58.698	5700.1195	2778.9405	2573.4862
DNAJA2	16.1068	13.3205	17.8584	2259.2593	1704.8755	1628.9685
DNAJA3	18.3731	18.0951	17.4021	780.7646	989.0484	1071.5083
DNAJA4	29.5889	36.503	5.2601	4010.7527	1185.041	500.2536
DNAJB1	28.7885	43.4336	21.2116	4019.1159	2653.038	2366.5686
DNAJB11	16.5056	17.0363	26.6915	1030.4659	772.9375	1536.8699
DNAJB12	10.9282	15.5405	14.0935	1242.5329	1081.5284	1304.7976
DNAJB13	0.4519	0.355	0.1706	1.7921	5.1919	0.8114
DNAJB14	8.5591	5.2048	10.9675	393.0705	507.8283	371.2344
DNAJB2	30.3743	56.6754	36.5887	2061.5293	2302.9123	3443.3513
DNAJB3	0.2094	0.2726	0	63.9188	0.3245	0
DNAJB4	7.1295	1.6662	10.5427	406.2127	819.3397	1144.9437
DNAJB5	2.1049	1.6126	2.6321	356.6308	687.9208	390.3033
DNAJB6	22.6321	16.2187	14.3283	1913.9785	1220.735	1022.8218
DNAJB8	0	0	0	0	0	0
DNAJB9	14.1527	8.5811	17.495	532.2581	1105.2162	1960.0365
DNAJC1	17.1703	8.7574	18.1547	559.7372	627.89	944.5177
DNAJC10	13.7929	12.7689	26.767	1220.4301	2565.4255	2407.1407
DNAJC11	9.25	7.6836	7.9484	1013.1422	900.1282	889.1652
DNAJC12	0.8348	1.3999	0.3988	25.0896	58.7329	9.3316
DNAJC13	11.6241	6.7529	10.9962	835.1254	1842.7841	1246.7796
